date,month,quarter,year,department,daily_cost,sessions,tokens_used,monthly_budget,cumulative_monthly_cost,budget_used_pct
2025-12-04,2025-12,Q4 2025,2025,Finance,11.1768,48,2405270,100,41.781,41.78
2025-12-05,2025-12,Q4 2025,2025,Finance,9.6411,34,1620965,100,51.4221,51.42
2025-12-06,2025-12,Q4 2025,2025,Finance,4.7606,5,260120,100,56.1827,56.18
2025-12-07,2025-12,Q4 2025,2025,Finance,1.1081,3,180200,100,57.2908,57.29
2025-12-08,2025-12,Q4 2025,2025,Finance,7.3835,47,2328874,100,64.6743,64.67
2025-12-09,2025-12,Q4 2025,2025,Finance,9.5498,39,1933807,100,74.2241,74.22
2025-12-10,2025-12,Q4 2025,2025,Finance,13.8581,39,2074166,100,88.0822,88.08
2025-12-11,2025-12,Q4 2025,2025,Finance,7.2246,32,1531552,100,95.3068,95.31
2025-12-12,2025-12,Q4 2025,2025,Finance,14.7134,51,2215883,100,110.0202,110.02
2025-12-13,2025-12,Q4 2025,2025,Finance,0.4258,4,240964,100,110.446,110.45
2025-12-14,2025-12,Q4 2025,2025,Finance,0.8059,6,234732,100,111.2519,111.25
2025-12-15,2025-12,Q4 2025,2025,Finance,13.4358,55,2765502,100,124.6877,124.69
2025-12-16,2025-12,Q4 2025,2025,Finance,12.152,39,1904765,100,136.8397,136.84
2025-12-17,2025-12,Q4 2025,2025,Finance,13.8543,53,2675360,100,150.694,150.69
2025-12-18,2025-12,Q4 2025,2025,Finance,8.2052,41,1811259,100,158.8992,158.9
2025-12-19,2025-12,Q4 2025,2025,Finance,14.8425,51,2303163,100,173.7417,173.74
2025-12-20,2025-12,Q4 2025,2025,Finance,5.4159,15,896773,100,179.1576,179.16
2025-12-21,2025-12,Q4 2025,2025,Finance,1.9469,7,335839,100,181.1045,181.1
2025-12-22,2025-12,Q4 2025,2025,Finance,8.3741,32,1408571,100,189.4786,189.48
2025-12-23,2025-12,Q4 2025,2025,Finance,12.0139,50,2183103,100,201.4925,201.49
2025-12-24,2025-12,Q4 2025,2025,Finance,10.5012,44,1836000,100,211.9937,211.99
2025-12-25,2025-12,Q4 2025,2025,Finance,11.1357,47,2221231,100,223.1294,223.13
2025-12-26,2025-12,Q4 2025,2025,Finance,17.91,52,2499215,100,241.0394,241.04
2025-12-27,2025-12,Q4 2025,2025,Finance,2.9244,5,341771,100,243.9638,243.96
2025-12-29,2025-12,Q4 2025,2025,Finance,10.2039,39,1925774,100,254.1677,254.17
2025-12-30,2025-12,Q4 2025,2025,Finance,12.0928,36,1863527,100,266.2605,266.26
2025-12-31,2025-12,Q4 2025,2025,Finance,9.8476,43,2170261,100,276.1081,276.11
2024-03-01,2024-03,Q1 2024,2024,HR,0.055,3,9158,50,0.055,0.11
2024-03-05,2024-03,Q1 2024,2024,HR,0.0007,1,1421,50,0.0557,0.11
2024-03-06,2024-03,Q1 2024,2024,HR,0.0272,1,4451,50,0.0829,0.17
2024-03-07,2024-03,Q1 2024,2024,HR,0.0171,1,2300,50,0.1,0.2
2024-03-11,2024-03,Q1 2024,2024,HR,0.0014,1,3393,50,0.1014,0.2
2024-03-12,2024-03,Q1 2024,2024,HR,0.0072,3,10857,50,0.1086,0.22
2024-03-14,2024-03,Q1 2024,2024,HR,0.0593,3,10264,50,0.1679,0.34
2024-03-15,2024-03,Q1 2024,2024,HR,0.0257,2,5614,50,0.1936,0.39
2024-03-19,2024-03,Q1 2024,2024,HR,0.0028,2,5678,50,0.1964,0.39
2024-03-21,2024-03,Q1 2024,2024,HR,0.0422,2,7649,50,0.2386,0.48
2024-03-22,2024-03,Q1 2024,2024,HR,0.0107,1,1485,50,0.2493,0.5
2024-03-25,2024-03,Q1 2024,2024,HR,0.0007,1,2686,50,0.25,0.5
2024-03-26,2024-03,Q1 2024,2024,HR,0.015,2,4949,50,0.265,0.53
2024-03-27,2024-03,Q1 2024,2024,HR,0.0064,1,1092,50,0.2714,0.54
2024-03-28,2024-03,Q1 2024,2024,HR,0.0279,2,8222,50,0.2993,0.6
2024-03-29,2024-03,Q1 2024,2024,HR,0.0601,3,8442,50,0.3594,0.72
2024-04-01,2024-04,Q2 2024,2024,HR,0.0,1,5429,50,0.0,0.0
2024-04-02,2024-04,Q2 2024,2024,HR,0.0307,2,7672,50,0.0307,0.06
2024-04-03,2024-04,Q2 2024,2024,HR,0.0,1,3307,50,0.0307,0.06
2024-04-04,2024-04,Q2 2024,2024,HR,0.0164,2,5221,50,0.0471,0.09
2024-04-09,2024-04,Q2 2024,2024,HR,0.0307,2,5193,50,0.0778,0.16
2024-04-11,2024-04,Q2 2024,2024,HR,0.0,1,4414,50,0.0778,0.16
2024-04-12,2024-04,Q2 2024,2024,HR,0.0114,1,2536,50,0.0892,0.18
2024-04-15,2024-04,Q2 2024,2024,HR,0.005,2,7414,50,0.0942,0.19
2024-04-16,2024-04,Q2 2024,2024,HR,0.0707,3,10987,50,0.1649,0.33
2024-04-17,2024-04,Q2 2024,2024,HR,0.0014,3,7077,50,0.1663,0.33
2024-04-18,2024-04,Q2 2024,2024,HR,0.048,5,19500,50,0.2143,0.43
2024-04-19,2024-04,Q2 2024,2024,HR,0.0386,3,12729,50,0.2529,0.51
2024-04-22,2024-04,Q2 2024,2024,HR,0.0271,2,5707,50,0.28,0.56
2024-04-23,2024-04,Q2 2024,2024,HR,0.0007,1,5472,50,0.2807,0.56
2024-04-24,2024-04,Q2 2024,2024,HR,0.0179,1,3493,50,0.2986,0.6
2024-04-25,2024-04,Q2 2024,2024,HR,0.0036,3,15895,50,0.3022,0.6
2024-04-26,2024-04,Q2 2024,2024,HR,0.0029,1,3264,50,0.3051,0.61
2024-04-29,2024-04,Q2 2024,2024,HR,0.0379,1,6536,50,0.343,0.69
2024-04-30,2024-04,Q2 2024,2024,HR,0.0,1,1936,50,0.343,0.69
2024-05-01,2024-05,Q2 2024,2024,HR,0.0479,1,7658,50,0.0479,0.1
2024-05-02,2024-05,Q2 2024,2024,HR,0.0329,2,12802,50,0.0808,0.16
2024-05-03,2024-05,Q2 2024,2024,HR,0.0329,2,12273,50,0.1137,0.23
2024-05-06,2024-05,Q2 2024,2024,HR,0.0686,3,17359,50,0.1823,0.36
2024-05-07,2024-05,Q2 2024,2024,HR,0.0364,1,7373,50,0.2187,0.44
2024-05-08,2024-05,Q2 2024,2024,HR,0.0564,3,12479,50,0.2751,0.55
2024-05-09,2024-05,Q2 2024,2024,HR,0.0794,4,24103,50,0.3545,0.71
2024-05-11,2024-05,Q2 2024,2024,HR,0.0121,1,1650,50,0.3666,0.73
2024-05-13,2024-05,Q2 2024,2024,HR,0.03,1,6758,50,0.3966,0.79
2024-05-14,2024-05,Q2 2024,2024,HR,0.0686,3,17908,50,0.4652,0.93
2024-05-15,2024-05,Q2 2024,2024,HR,0.05,2,7723,50,0.5152,1.03
2024-05-16,2024-05,Q2 2024,2024,HR,0.085,3,15774,50,0.6002,1.2
2024-05-17,2024-05,Q2 2024,2024,HR,0.0614,2,9829,50,0.6616,1.32
2024-05-20,2024-05,Q2 2024,2024,HR,0.07,3,16423,50,0.7316,1.46
2024-05-21,2024-05,Q2 2024,2024,HR,0.0643,2,13831,50,0.7959,1.59
2024-05-22,2024-05,Q2 2024,2024,HR,0.0414,2,9651,50,0.8373,1.67
2024-05-23,2024-05,Q2 2024,2024,HR,0.14,5,28403,50,0.9773,1.95
2024-05-24,2024-05,Q2 2024,2024,HR,0.0671,2,12152,50,1.0444,2.09
2024-05-27,2024-05,Q2 2024,2024,HR,0.0807,3,18352,50,1.1251,2.25
2024-05-28,2024-05,Q2 2024,2024,HR,0.0007,1,5736,50,1.1258,2.25
2024-05-29,2024-05,Q2 2024,2024,HR,0.0179,1,2436,50,1.1437,2.29
2024-05-30,2024-05,Q2 2024,2024,HR,0.0586,2,12008,50,1.2023,2.4
2024-05-31,2024-05,Q2 2024,2024,HR,0.0371,3,16830,50,1.2394,2.48
2024-06-03,2024-06,Q2 2024,2024,HR,0.1365,2,15632,50,0.1365,0.27
2024-06-04,2024-06,Q2 2024,2024,HR,0.0564,4,30369,50,0.1929,0.39
2024-06-05,2024-06,Q2 2024,2024,HR,0.0329,1,8066,50,0.2258,0.45
2024-06-06,2024-06,Q2 2024,2024,HR,0.0028,2,17581,50,0.2286,0.46
2024-06-07,2024-06,Q2 2024,2024,HR,0.1486,4,30412,50,0.3772,0.75
2024-06-09,2024-06,Q2 2024,2024,HR,0.0357,1,5321,50,0.4129,0.83
2024-06-10,2024-06,Q2 2024,2024,HR,0.0464,3,20703,50,0.4593,0.92
2024-06-11,2024-06,Q2 2024,2024,HR,0.1057,3,24633,50,0.565,1.13
2024-06-12,2024-06,Q2 2024,2024,HR,0.0793,4,26439,50,0.6443,1.29
2024-06-13,2024-06,Q2 2024,2024,HR,0.1264,7,43406,50,0.7707,1.54
2024-06-14,2024-06,Q2 2024,2024,HR,0.0322,1,5543,50,0.8029,1.61
2024-06-17,2024-06,Q2 2024,2024,HR,0.005,2,15930,50,0.8079,1.62
2024-06-18,2024-06,Q2 2024,2024,HR,0.0,1,5122,50,0.8079,1.62
2024-06-19,2024-06,Q2 2024,2024,HR,0.0593,3,10907,50,0.8672,1.73
2024-06-20,2024-06,Q2 2024,2024,HR,0.1357,6,43299,50,1.0029,2.01
2024-06-21,2024-06,Q2 2024,2024,HR,0.1886,4,29247,50,1.1915,2.38
2024-06-24,2024-06,Q2 2024,2024,HR,0.0543,3,24241,50,1.2458,2.49
2024-06-25,2024-06,Q2 2024,2024,HR,0.0021,3,27869,50,1.2479,2.5
2024-06-26,2024-06,Q2 2024,2024,HR,0.0629,1,10187,50,1.3108,2.62
2024-06-27,2024-06,Q2 2024,2024,HR,0.0807,2,17267,50,1.3915,2.78
2024-06-28,2024-06,Q2 2024,2024,HR,0.0264,2,10308,50,1.4179,2.84
2024-07-01,2024-07,Q3 2024,2024,HR,0.2644,5,43037,50,0.2644,0.53
2024-07-02,2024-07,Q3 2024,2024,HR,0.0814,4,39764,50,0.3458,0.69
2024-07-03,2024-07,Q3 2024,2024,HR,0.0014,2,15724,50,0.3472,0.69
2024-07-04,2024-07,Q3 2024,2024,HR,0.3673,5,54423,50,0.7145,1.43
2024-07-05,2024-07,Q3 2024,2024,HR,0.2329,4,30289,50,0.9474,1.89
2024-07-07,2024-07,Q3 2024,2024,HR,0.1679,2,19682,50,1.1153,2.23
2024-07-08,2024-07,Q3 2024,2024,HR,0.1207,4,29997,50,1.236,2.47
2024-07-09,2024-07,Q3 2024,2024,HR,0.4443,8,85351,50,1.6803,3.36
2024-07-10,2024-07,Q3 2024,2024,HR,0.2072,3,28683,50,1.8875,3.78
2024-07-11,2024-07,Q3 2024,2024,HR,0.1265,2,19497,50,2.014,4.03
2024-07-12,2024-07,Q3 2024,2024,HR,0.1379,3,25740,50,2.1519,4.3
2024-07-14,2024-07,Q3 2024,2024,HR,0.07,1,11909,50,2.2219,4.44
2024-07-15,2024-07,Q3 2024,2024,HR,0.3765,5,55918,50,2.5984,5.2
2024-07-16,2024-07,Q3 2024,2024,HR,0.1379,4,48181,50,2.7363,5.47
2024-07-17,2024-07,Q3 2024,2024,HR,0.1329,5,42293,50,2.8692,5.74
2024-07-18,2024-07,Q3 2024,2024,HR,0.2779,5,54510,50,3.1471,6.29
2024-07-19,2024-07,Q3 2024,2024,HR,0.0951,7,75172,50,3.2422,6.48
2024-07-20,2024-07,Q3 2024,2024,HR,0.1172,2,17060,50,3.3594,6.72
2024-07-22,2024-07,Q3 2024,2024,HR,0.0814,3,27414,50,3.4408,6.88
2024-07-23,2024-07,Q3 2024,2024,HR,0.0607,5,35106,50,3.5015,7.0
2024-07-24,2024-07,Q3 2024,2024,HR,0.1036,5,47702,50,3.6051,7.21
2024-07-25,2024-07,Q3 2024,2024,HR,0.2709,5,43265,50,3.876,7.75
2024-07-26,2024-07,Q3 2024,2024,HR,0.1371,4,36535,50,4.0131,8.03
2024-07-28,2024-07,Q3 2024,2024,HR,0.0007,1,11674,50,4.0138,8.03
2024-07-29,2024-07,Q3 2024,2024,HR,0.1779,5,49688,50,4.1917,8.38
2024-07-30,2024-07,Q3 2024,2024,HR,0.0872,2,19960,50,4.2789,8.56
2024-07-31,2024-07,Q3 2024,2024,HR,0.2237,5,43944,50,4.5026,9.01
2024-08-01,2024-08,Q3 2024,2024,HR,0.4163,10,103393,50,0.4163,0.83
2024-08-02,2024-08,Q3 2024,2024,HR,0.2472,5,79880,50,0.6635,1.33
2024-08-03,2024-08,Q3 2024,2024,HR,0.0014,1,7530,50,0.6649,1.33
2024-08-05,2024-08,Q3 2024,2024,HR,0.2771,10,127277,50,0.942,1.88
2024-08-06,2024-08,Q3 2024,2024,HR,0.1035,7,87831,50,1.0455,2.09
2024-08-07,2024-08,Q3 2024,2024,HR,0.1786,8,98668,50,1.2241,2.45
2024-08-08,2024-08,Q3 2024,2024,HR,0.3307,7,88318,50,1.5548,3.11
2024-08-09,2024-08,Q3 2024,2024,HR,0.5422,6,79437,50,2.097,4.19
2024-08-11,2024-08,Q3 2024,2024,HR,0.0007,1,9058,50,2.0977,4.2
2024-08-12,2024-08,Q3 2024,2024,HR,0.0028,4,41243,50,2.1005,4.2
2024-08-13,2024-08,Q3 2024,2024,HR,0.2499,10,111679,50,2.3504,4.7
2024-08-14,2024-08,Q3 2024,2024,HR,0.5008,7,105343,50,2.8512,5.7
2024-08-15,2024-08,Q3 2024,2024,HR,0.3886,9,109031,50,3.2398,6.48
2024-08-16,2024-08,Q3 2024,2024,HR,0.1765,7,65384,50,3.4163,6.83
2024-08-17,2024-08,Q3 2024,2024,HR,0.1315,2,23448,50,3.5478,7.1
2024-08-19,2024-08,Q3 2024,2024,HR,0.323,4,38308,50,3.8708,7.74
2024-08-20,2024-08,Q3 2024,2024,HR,0.1458,1,16675,50,4.0166,8.03
2024-08-21,2024-08,Q3 2024,2024,HR,0.245,6,89397,50,4.2616,8.52
2024-08-22,2024-08,Q3 2024,2024,HR,0.3715,7,84875,50,4.6331,9.27
2024-08-23,2024-08,Q3 2024,2024,HR,0.3186,7,77128,50,4.9517,9.9
2024-08-24,2024-08,Q3 2024,2024,HR,0.1186,3,30256,50,5.0703,10.14
2024-08-26,2024-08,Q3 2024,2024,HR,0.2801,6,66290,50,5.3504,10.7
2024-08-27,2024-08,Q3 2024,2024,HR,0.1536,4,51661,50,5.504,11.01
2024-08-28,2024-08,Q3 2024,2024,HR,0.3714,6,86890,50,5.8754,11.75
2024-08-29,2024-08,Q3 2024,2024,HR,0.3,6,66527,50,6.1754,12.35
2024-08-30,2024-08,Q3 2024,2024,HR,0.2279,3,39122,50,6.4033,12.81
2024-09-02,2024-09,Q3 2024,2024,HR,0.608,9,125027,50,0.608,1.22
2024-09-03,2024-09,Q3 2024,2024,HR,0.1986,7,90376,50,0.8066,1.61
2024-09-04,2024-09,Q3 2024,2024,HR,0.3443,4,67136,50,1.1509,2.3
2024-09-05,2024-09,Q3 2024,2024,HR,0.5701,10,149061,50,1.721,3.44
2024-09-06,2024-09,Q3 2024,2024,HR,0.3949,8,113895,50,2.1159,4.23
2024-09-07,2024-09,Q3 2024,2024,HR,0.13,4,36141,50,2.2459,4.49
2024-09-08,2024-09,Q3 2024,2024,HR,0.1564,4,67273,50,2.4023,4.8
2024-09-09,2024-09,Q3 2024,2024,HR,0.6345,10,149949,50,3.0368,6.07
2024-09-10,2024-09,Q3 2024,2024,HR,0.2979,5,73280,50,3.3347,6.67
2024-09-11,2024-09,Q3 2024,2024,HR,0.2137,6,79194,50,3.5484,7.1
2024-09-12,2024-09,Q3 2024,2024,HR,0.35,8,106144,50,3.8984,7.8
2024-09-13,2024-09,Q3 2024,2024,HR,0.1371,4,53675,50,4.0355,8.07
2024-09-14,2024-09,Q3 2024,2024,HR,0.1193,2,17609,50,4.1548,8.31
2024-09-16,2024-09,Q3 2024,2024,HR,0.2501,4,70208,50,4.4049,8.81
2024-09-17,2024-09,Q3 2024,2024,HR,0.1864,5,54203,50,4.5913,9.18
2024-09-18,2024-09,Q3 2024,2024,HR,0.563,10,123848,50,5.1543,10.31
2024-09-19,2024-09,Q3 2024,2024,HR,0.2336,4,28876,50,5.3879,10.78
2024-09-20,2024-09,Q3 2024,2024,HR,0.2149,9,140918,50,5.6028,11.21
2024-09-21,2024-09,Q3 2024,2024,HR,0.005,1,20526,50,5.6078,11.22
2024-09-22,2024-09,Q3 2024,2024,HR,0.0021,1,18640,50,5.6099,11.22
2024-09-23,2024-09,Q3 2024,2024,HR,0.5258,10,153190,50,6.1357,12.27
2024-09-24,2024-09,Q3 2024,2024,HR,0.8881,11,154068,50,7.0238,14.05
2024-09-25,2024-09,Q3 2024,2024,HR,0.3816,5,61240,50,7.4054,14.81
2024-09-26,2024-09,Q3 2024,2024,HR,0.2286,5,62169,50,7.634,15.27
2024-09-27,2024-09,Q3 2024,2024,HR,0.4624,8,125034,50,8.0964,16.19
2024-09-30,2024-09,Q3 2024,2024,HR,0.3478,10,135548,50,8.4442,16.89
2024-10-01,2024-10,Q4 2024,2024,HR,0.7065,23,304114,50,0.7065,1.41
2024-10-02,2024-10,Q4 2024,2024,HR,0.5393,10,187415,50,1.2458,2.49
2024-10-03,2024-10,Q4 2024,2024,HR,0.2065,4,66271,50,1.4523,2.9
2024-10-04,2024-10,Q4 2024,2024,HR,0.5358,11,162090,50,1.9881,3.98
2024-10-06,2024-10,Q4 2024,2024,HR,0.0057,2,38688,50,1.9938,3.99
2024-10-07,2024-10,Q4 2024,2024,HR,0.5394,8,129138,50,2.5332,5.07
2024-10-08,2024-10,Q4 2024,2024,HR,0.3327,9,154280,50,2.8659,5.73
2024-10-09,2024-10,Q4 2024,2024,HR,0.4628,14,218499,50,3.3287,6.66
2024-10-10,2024-10,Q4 2024,2024,HR,0.9259,12,224318,50,4.2546,8.51
2024-10-11,2024-10,Q4 2024,2024,HR,0.4122,7,106501,50,4.6668,9.33
2024-10-12,2024-10,Q4 2024,2024,HR,0.0586,2,32643,50,4.7254,9.45
2024-10-14,2024-10,Q4 2024,2024,HR,0.4785,18,278411,50,5.2039,10.41
2024-10-15,2024-10,Q4 2024,2024,HR,0.1578,8,153651,50,5.3617,10.72
2024-10-16,2024-10,Q4 2024,2024,HR,0.5322,8,123513,50,5.8939,11.79
2024-10-17,2024-10,Q4 2024,2024,HR,1.5082,18,340937,50,7.4021,14.8
2024-10-18,2024-10,Q4 2024,2024,HR,0.4573,7,145212,50,7.8594,15.72
2024-10-19,2024-10,Q4 2024,2024,HR,0.1236,1,16953,50,7.983,15.97
2024-10-21,2024-10,Q4 2024,2024,HR,0.497,15,283251,50,8.48,16.96
2024-10-22,2024-10,Q4 2024,2024,HR,1.0704,15,217798,50,9.5504,19.1
2024-10-23,2024-10,Q4 2024,2024,HR,0.7774,16,249804,50,10.3278,20.66
2024-10-24,2024-10,Q4 2024,2024,HR,0.8315,12,168257,50,11.1593,22.32
2024-10-25,2024-10,Q4 2024,2024,HR,0.2922,11,174939,50,11.4515,22.9
2024-10-27,2024-10,Q4 2024,2024,HR,0.0021,1,16804,50,11.4536,22.91
2024-10-28,2024-10,Q4 2024,2024,HR,0.5317,8,108829,50,11.9853,23.97
2024-10-29,2024-10,Q4 2024,2024,HR,0.4178,12,186424,50,12.4031,24.81
2024-10-30,2024-10,Q4 2024,2024,HR,0.2221,6,104959,50,12.6252,25.25
2024-10-31,2024-10,Q4 2024,2024,HR,0.1222,6,109439,50,12.7474,25.49
2024-11-01,2024-11,Q4 2024,2024,HR,1.4603,20,371858,50,1.4603,2.92
2024-11-04,2024-11,Q4 2024,2024,HR,0.781,9,166896,50,2.2413,4.48
2024-11-05,2024-11,Q4 2024,2024,HR,0.9002,18,288626,50,3.1415,6.28
2024-11-06,2024-11,Q4 2024,2024,HR,0.7815,23,315172,50,3.923,7.85
2024-11-07,2024-11,Q4 2024,2024,HR,0.6536,10,201530,50,4.5766,9.15
2024-11-08,2024-11,Q4 2024,2024,HR,0.7079,13,216584,50,5.2845,10.57
2024-11-10,2024-11,Q4 2024,2024,HR,0.0043,1,24756,50,5.2888,10.58
2024-11-11,2024-11,Q4 2024,2024,HR,0.3044,11,193411,50,5.5932,11.19
2024-11-12,2024-11,Q4 2024,2024,HR,1.0639,15,301362,50,6.6571,13.31
2024-11-13,2024-11,Q4 2024,2024,HR,0.4543,12,195758,50,7.1114,14.22
2024-11-14,2024-11,Q4 2024,2024,HR,0.5444,12,212035,50,7.6558,15.31
2024-11-15,2024-11,Q4 2024,2024,HR,0.2129,9,166975,50,7.8687,15.74
2024-11-16,2024-11,Q4 2024,2024,HR,0.1364,4,67402,50,8.0051,16.01
2024-11-18,2024-11,Q4 2024,2024,HR,0.0221,5,99872,50,8.0272,16.05
2024-11-19,2024-11,Q4 2024,2024,HR,0.5705,11,182884,50,8.5977,17.2
2024-11-20,2024-11,Q4 2024,2024,HR,0.5279,12,223294,50,9.1256,18.25
2024-11-21,2024-11,Q4 2024,2024,HR,0.5074,11,162675,50,9.633,19.27
2024-11-22,2024-11,Q4 2024,2024,HR,0.7468,8,160237,50,10.3798,20.76
2024-11-24,2024-11,Q4 2024,2024,HR,0.6717,5,89514,50,11.0515,22.1
2024-11-25,2024-11,Q4 2024,2024,HR,1.2159,13,239083,50,12.2674,24.53
2024-11-26,2024-11,Q4 2024,2024,HR,0.6144,12,210620,50,12.8818,25.76
2024-11-27,2024-11,Q4 2024,2024,HR,0.2408,16,279183,50,13.1226,26.25
2024-11-28,2024-11,Q4 2024,2024,HR,0.8881,17,313688,50,14.0107,28.02
2024-11-29,2024-11,Q4 2024,2024,HR,0.7394,14,231400,50,14.7501,29.5
2024-12-01,2024-12,Q4 2024,2024,HR,0.0743,1,11609,50,0.0743,0.15
2024-12-02,2024-12,Q4 2024,2024,HR,0.4915,12,203782,50,0.5658,1.13
2024-12-03,2024-12,Q4 2024,2024,HR,0.7551,18,312562,50,1.3209,2.64
2024-12-04,2024-12,Q4 2024,2024,HR,1.5061,17,342445,50,2.827,5.65
2024-12-05,2024-12,Q4 2024,2024,HR,0.8824,16,291308,50,3.7094,7.42
2024-12-06,2024-12,Q4 2024,2024,HR,1.4417,17,276870,50,5.1511,10.3
2024-12-08,2024-12,Q4 2024,2024,HR,0.0158,4,69088,50,5.1669,10.33
2024-12-09,2024-12,Q4 2024,2024,HR,0.7887,15,278785,50,5.9556,11.91
2024-12-10,2024-12,Q4 2024,2024,HR,0.7716,14,222650,50,6.7272,13.45
2024-12-11,2024-12,Q4 2024,2024,HR,0.4729,11,199125,50,7.2001,14.4
2024-12-12,2024-12,Q4 2024,2024,HR,0.408,17,351720,50,7.6081,15.22
2024-12-13,2024-12,Q4 2024,2024,HR,0.3136,14,258822,50,7.9217,15.84
2024-12-15,2024-12,Q4 2024,2024,HR,0.1443,3,48803,50,8.066,16.13
2024-12-16,2024-12,Q4 2024,2024,HR,0.4508,15,289179,50,8.5168,17.03
2024-12-17,2024-12,Q4 2024,2024,HR,0.6314,8,167288,50,9.1482,18.3
2024-12-18,2024-12,Q4 2024,2024,HR,0.1399,8,198084,50,9.2881,18.58
2024-12-19,2024-12,Q4 2024,2024,HR,2.6549,18,323418,50,11.943,23.89
2024-12-20,2024-12,Q4 2024,2024,HR,1.6768,17,329637,50,13.6198,27.24
2024-12-21,2024-12,Q4 2024,2024,HR,0.0014,1,12695,50,13.6212,27.24
2024-12-22,2024-12,Q4 2024,2024,HR,0.0007,1,5772,50,13.6219,27.24
2024-12-23,2024-12,Q4 2024,2024,HR,0.7264,14,289312,50,14.3483,28.7
2024-12-24,2024-12,Q4 2024,2024,HR,0.3844,9,167668,50,14.7327,29.47
2024-12-25,2024-12,Q4 2024,2024,HR,2.3893,16,311115,50,17.122,34.24
2024-12-26,2024-12,Q4 2024,2024,HR,0.9139,8,143984,50,18.0359,36.07
2024-12-27,2024-12,Q4 2024,2024,HR,0.6707,14,279099,50,18.7066,37.41
2024-12-28,2024-12,Q4 2024,2024,HR,0.483,7,138154,50,19.1896,38.38
2024-12-29,2024-12,Q4 2024,2024,HR,0.976,9,148198,50,20.1656,40.33
2024-12-30,2024-12,Q4 2024,2024,HR,1.5663,18,328512,50,21.7319,43.46
2024-12-31,2024-12,Q4 2024,2024,HR,2.7887,18,332360,50,24.5206,49.04
2025-01-01,2025-01,Q1 2025,2025,HR,1.2358,14,284060,50,1.2358,2.47
2025-01-02,2025-01,Q1 2025,2025,HR,1.3116,16,365688,50,2.5474,5.09
2025-01-03,2025-01,Q1 2025,2025,HR,1.1001,21,447041,50,3.6475,7.3
2025-01-06,2025-01,Q1 2025,2025,HR,1.4283,9,180942,50,5.0758,10.15
2025-01-07,2025-01,Q1 2025,2025,HR,1.8547,10,181970,50,6.9305,13.86
2025-01-08,2025-01,Q1 2025,2025,HR,2.859,25,521811,50,9.7895,19.58
2025-01-09,2025-01,Q1 2025,2025,HR,0.8623,14,291462,50,10.6518,21.3
2025-01-10,2025-01,Q1 2025,2025,HR,1.4811,18,346430,50,12.1329,24.27
2025-01-13,2025-01,Q1 2025,2025,HR,0.7109,12,217223,50,12.8438,25.69
2025-01-14,2025-01,Q1 2025,2025,HR,0.415,14,312796,50,13.2588,26.52
2025-01-15,2025-01,Q1 2025,2025,HR,2.0041,19,429911,50,15.2629,30.53
2025-01-16,2025-01,Q1 2025,2025,HR,1.9154,19,363662,50,17.1783,34.36
2025-01-17,2025-01,Q1 2025,2025,HR,1.902,22,482488,50,19.0803,38.16
2025-01-19,2025-01,Q1 2025,2025,HR,0.0092,3,45931,50,19.0895,38.18
2025-01-20,2025-01,Q1 2025,2025,HR,2.0755,24,572832,50,21.165,42.33
2025-01-21,2025-01,Q1 2025,2025,HR,0.5773,10,222295,50,21.7423,43.48
2025-01-22,2025-01,Q1 2025,2025,HR,0.928,10,194459,50,22.6703,45.34
2025-01-23,2025-01,Q1 2025,2025,HR,1.2516,25,505664,50,23.9219,47.84
2025-01-24,2025-01,Q1 2025,2025,HR,2.1206,14,293221,50,26.0425,52.08
2025-01-25,2025-01,Q1 2025,2025,HR,0.323,5,109641,50,26.3655,52.73
2025-01-26,2025-01,Q1 2025,2025,HR,0.0036,1,13432,50,26.3691,52.74
2025-01-27,2025-01,Q1 2025,2025,HR,0.1255,16,310650,50,26.4946,52.99
2025-01-28,2025-01,Q1 2025,2025,HR,0.3141,11,223525,50,26.8087,53.62
2025-01-29,2025-01,Q1 2025,2025,HR,1.6703,14,309515,50,28.479,56.96
2025-01-30,2025-01,Q1 2025,2025,HR,1.2574,16,346762,50,29.7364,59.47
2025-01-31,2025-01,Q1 2025,2025,HR,2.8228,17,346286,50,32.5592,65.12
2025-02-01,2025-02,Q1 2025,2025,HR,1.0367,4,101754,50,1.0367,2.07
2025-02-02,2025-02,Q1 2025,2025,HR,0.423,2,36945,50,1.4597,2.92
2025-02-03,2025-02,Q1 2025,2025,HR,3.3206,27,578358,50,4.7803,9.56
2025-02-04,2025-02,Q1 2025,2025,HR,5.227,24,522397,50,10.0073,20.01
2025-02-05,2025-02,Q1 2025,2025,HR,0.7621,18,456984,50,10.7694,21.54
2025-02-06,2025-02,Q1 2025,2025,HR,1.8463,19,384067,50,12.6157,25.23
2025-02-07,2025-02,Q1 2025,2025,HR,2.8295,13,273350,50,15.4452,30.89
2025-02-10,2025-02,Q1 2025,2025,HR,2.933,31,765714,50,18.3782,36.76
2025-02-11,2025-02,Q1 2025,2025,HR,1.9198,12,222645,50,20.298,40.6
2025-02-12,2025-02,Q1 2025,2025,HR,2.8767,21,490525,50,23.1747,46.35
2025-02-13,2025-02,Q1 2025,2025,HR,2.1847,14,299334,50,25.3594,50.72
2025-02-14,2025-02,Q1 2025,2025,HR,3.7767,24,569203,50,29.1361,58.27
