payroll_id,date,month,quarter,year,type,employee_id,department,role,employment_type,base_salary_annual,gross_monthly_pay,bonus,taxes_withheld,net_pay,currency,status
PAY-003056,2023-04-21,2023-04,Q2 2023,2023,Payroll,EMP-0217,Legal,Legal Counsel,Contract,130208.55,10850.71,841.98,3150.53,8542.16,USD,Processed
PAY-003057,2023-05-21,2023-05,Q2 2023,2023,Payroll,EMP-0217,Legal,Legal Counsel,Full-time,130208.55,10850.71,1278.38,2502.54,9626.55,USD,Processed
PAY-003058,2023-06-20,2023-06,Q2 2023,2023,Payroll,EMP-0217,Legal,Legal Counsel,Contract,130208.55,10850.71,2255.6,2703.93,10402.38,USD,Processed
PAY-003059,2023-07-20,2023-07,Q3 2023,2023,Payroll,EMP-0217,Legal,Legal Counsel,Full-time,130208.55,10850.71,239.35,3244.89,7845.17,USD,Processed
PAY-003060,2021-03-15,2021-03,Q1 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1189.98,2645.23,7805.61,USD,Processed
PAY-003061,2021-04-14,2021-04,Q2 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1214.09,2555.04,7919.91,USD,Processed
PAY-003062,2021-05-14,2021-05,Q2 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Contract,111130.29,9260.86,430.83,2739.39,6952.3,USD,Processed
PAY-003063,2021-06-13,2021-06,Q2 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Part-time,111130.29,9260.86,50.61,2532.69,6778.78,USD,Processed
PAY-003064,2021-07-13,2021-07,Q3 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1669.69,2113.02,8817.53,USD,Processed
PAY-003065,2021-08-12,2021-08,Q3 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1863.63,2096.77,9027.72,USD,Processed
PAY-003066,2021-09-11,2021-09,Q3 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Contract,111130.29,9260.86,1331.37,2247.98,8344.25,USD,Processed
PAY-003067,2021-10-11,2021-10,Q4 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1832.32,2434.05,8659.13,USD,Processed
PAY-003068,2021-11-10,2021-11,Q4 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,680.89,2588.52,7353.23,USD,Processed
PAY-003069,2021-12-10,2021-12,Q4 2021,2021,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1432.5,2055.38,8637.98,USD,Processed
PAY-003070,2022-01-09,2022-01,Q1 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Contract,111130.29,9260.86,1353.27,2687.8,7926.33,USD,Processed
PAY-003071,2022-02-08,2022-02,Q1 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,552.11,2680.25,7132.72,USD,Processed
PAY-003072,2022-03-10,2022-03,Q1 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1254.83,2773.12,7742.57,USD,Processed
PAY-003073,2022-04-09,2022-04,Q2 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Contract,111130.29,9260.86,1638.73,2601.03,8298.56,USD,Processed
PAY-003074,2022-05-09,2022-05,Q2 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Contract,111130.29,9260.86,33.5,2073.8,7220.56,USD,Processed
PAY-003075,2022-06-08,2022-06,Q2 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,213.71,2153.96,7320.61,USD,Processed
PAY-003076,2022-07-08,2022-07,Q3 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,1922.17,2373.36,8809.67,USD,Processed
PAY-003077,2022-08-07,2022-08,Q3 2022,2022,Payroll,EMP-0218,Sales,Sales Manager,Full-time,111130.29,9260.86,598.64,2540.56,7318.94,USD,Processed
PAY-003078,2021-09-08,2021-09,Q3 2021,2021,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,1267.34,1658.53,6624.87,USD,Processed
PAY-003079,2021-10-08,2021-10,Q4 2021,2021,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,324.4,2080.31,5260.15,USD,Processed
PAY-003080,2021-11-07,2021-11,Q4 2021,2021,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,1745.83,1602.3,7159.59,USD,Processed
PAY-003081,2021-12-07,2021-12,Q4 2021,2021,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,920.1,1641.34,6294.82,USD,Processed
PAY-003082,2022-01-06,2022-01,Q1 2022,2022,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,879.91,1884.22,6011.75,USD,Processed
PAY-003083,2022-02-05,2022-02,Q1 2022,2022,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,462.86,1918.58,5560.34,USD,Processed
PAY-003084,2022-03-07,2022-03,Q1 2022,2022,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,979.73,1543.79,6452.0,USD,Processed
PAY-003085,2022-04-06,2022-04,Q2 2022,2022,Payroll,EMP-0219,HR,HRBP,Full-time,84192.75,7016.06,1167.8,2074.7,6109.16,USD,Processed
PAY-003086,2024-12-02,2024-12,Q4 2024,2024,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,2060.86,2686.28,8508.66,USD,Processed
PAY-003087,2025-01-01,2025-01,Q1 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,637.38,2601.48,7169.98,USD,Processed
PAY-003088,2025-01-31,2025-01,Q1 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Part-time,109608.94,9134.08,311.8,2246.96,7198.92,USD,Processed
PAY-003089,2025-03-02,2025-03,Q1 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,2117.92,2265.94,8986.06,USD,Processed
PAY-003090,2025-04-01,2025-04,Q2 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,743.84,2648.36,7229.56,USD,Processed
PAY-003091,2025-05-01,2025-05,Q2 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Contract,109608.94,9134.08,2173.52,2197.64,9109.96,USD,Processed
PAY-003092,2025-05-31,2025-05,Q2 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Contract,109608.94,9134.08,1859.0,2366.36,8626.72,USD,Processed
PAY-003093,2025-06-30,2025-06,Q2 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,2073.74,2420.61,8787.21,USD,Processed
PAY-003094,2025-07-30,2025-07,Q3 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,492.83,2040.77,7586.14,USD,Processed
PAY-003095,2025-08-29,2025-08,Q3 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Contract,109608.94,9134.08,324.41,2059.39,7399.1,USD,Processed
PAY-003096,2025-09-28,2025-09,Q3 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,1579.37,2147.56,8565.89,USD,Processed
PAY-003097,2025-10-28,2025-10,Q4 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,454.61,2465.64,7123.05,USD,Processed
PAY-003098,2025-11-27,2025-11,Q4 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,1976.88,2584.29,8526.67,USD,Processed
PAY-003099,2025-12-27,2025-12,Q4 2025,2025,Payroll,EMP-0220,Legal,Compliance Officer,Full-time,109608.94,9134.08,388.73,2711.91,6810.9,USD,Processed
PAY-003100,2021-12-27,2021-12,Q4 2021,2021,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,370.35,2433.63,6051.92,USD,Processed
PAY-003101,2022-01-26,2022-01,Q1 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1079.19,1825.36,7369.03,USD,Pending
PAY-003102,2022-02-25,2022-02,Q1 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1546.93,2088.16,7573.97,USD,Processed
PAY-003103,2022-03-27,2022-03,Q1 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1253.1,1951.73,7416.57,USD,Processed
PAY-003104,2022-04-26,2022-04,Q2 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,820.57,1915.45,7020.32,USD,Processed
PAY-003105,2022-05-26,2022-05,Q2 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1079.4,1803.54,7391.06,USD,Processed
PAY-003106,2022-06-25,2022-06,Q2 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Contract,97382.43,8115.2,535.99,2122.11,6529.08,USD,Processed
PAY-003107,2022-07-25,2022-07,Q3 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1737.86,2120.23,7732.83,USD,Processed
PAY-003108,2022-08-24,2022-08,Q3 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Part-time,97382.43,8115.2,124.1,2198.48,6040.82,USD,Processed
PAY-003109,2022-09-23,2022-09,Q3 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,406.87,2354.06,6168.01,USD,Processed
PAY-003110,2022-10-23,2022-10,Q4 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1316.95,2232.93,7199.22,USD,Processed
PAY-003111,2022-11-22,2022-11,Q4 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1415.03,2301.24,7228.99,USD,Processed
PAY-003112,2022-12-22,2022-12,Q4 2022,2022,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1895.02,2383.41,7626.81,USD,Processed
PAY-003113,2023-01-21,2023-01,Q1 2023,2023,Payroll,EMP-0221,Marketing,Marketing Manager,Full-time,97382.43,8115.2,1980.16,1998.48,8096.88,USD,Processed
PAY-003114,2023-02-20,2023-02,Q1 2023,2023,Payroll,EMP-0221,Marketing,Marketing Manager,Contract,97382.43,8115.2,1930.47,2420.65,7625.02,USD,Processed
PAY-003115,2023-03-22,2023-03,Q1 2023,2023,Payroll,EMP-0221,Marketing,Marketing Manager,Contract,97382.43,8115.2,381.65,1906.44,6590.41,USD,Processed
PAY-003116,2024-03-14,2024-03,Q1 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,596.93,1854.5,5362.12,USD,Processed
PAY-003117,2024-04-13,2024-04,Q2 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,1497.53,1533.53,6583.69,USD,Processed
PAY-003118,2024-05-13,2024-05,Q2 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Part-time,79436.27,6619.69,854.92,1628.24,5846.37,USD,Processed
PAY-003119,2024-06-12,2024-06,Q2 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,1357.74,1936.53,6040.9,USD,Processed
PAY-003120,2024-07-12,2024-07,Q3 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,213.58,1753.59,5079.68,USD,Processed
PAY-003121,2024-08-11,2024-08,Q3 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,609.96,1718.94,5510.71,USD,Processed
PAY-003122,2024-09-10,2024-09,Q3 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,780.98,1825.33,5575.34,USD,Processed
PAY-003123,2024-10-10,2024-10,Q4 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,1085.67,1955.51,5749.85,USD,Processed
PAY-003124,2024-11-09,2024-11,Q4 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,1352.72,1873.27,6099.14,USD,Processed
PAY-003125,2024-12-09,2024-12,Q4 2024,2024,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,156.9,1670.32,5106.27,USD,Processed
PAY-003126,2025-01-08,2025-01,Q1 2025,2025,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,646.81,1518.42,5748.08,USD,Processed
PAY-003127,2025-02-07,2025-02,Q1 2025,2025,Payroll,EMP-0222,Support,Technical Writer,Full-time,79436.27,6619.69,1087.21,1915.4,5791.5,USD,Processed
PAY-003128,2022-01-04,2022-01,Q1 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Part-time,158225.21,13185.43,2322.98,3678.71,11829.7,USD,Processed
PAY-003129,2022-02-03,2022-02,Q1 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,846.45,2992.13,11039.75,USD,Processed
PAY-003130,2022-03-05,2022-03,Q1 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,1087.36,3257.11,11015.68,USD,Processed
PAY-003131,2022-04-04,2022-04,Q2 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,2117.47,3821.72,11481.18,USD,Processed
PAY-003132,2022-05-04,2022-05,Q2 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Contract,158225.21,13185.43,2492.05,3210.06,12467.42,USD,Processed
PAY-003133,2022-06-03,2022-06,Q2 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,151.56,3927.42,9409.57,USD,Processed
PAY-003134,2022-07-03,2022-07,Q3 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,3003.69,3364.48,12824.64,USD,Processed
PAY-003135,2022-08-02,2022-08,Q3 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,148.28,3918.97,9414.74,USD,Processed
PAY-003136,2022-09-01,2022-09,Q3 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,2560.22,3260.69,12484.96,USD,Processed
PAY-003137,2022-10-01,2022-10,Q4 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,1794.36,3891.07,11088.72,USD,Processed
PAY-003138,2022-10-31,2022-10,Q4 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,336.82,3102.96,10419.29,USD,Processed
PAY-003139,2022-11-30,2022-11,Q4 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,2592.74,3538.33,12239.84,USD,Processed
PAY-003140,2022-12-30,2022-12,Q4 2022,2022,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,3018.21,3435.14,12768.5,USD,Processed
PAY-003141,2023-01-29,2023-01,Q1 2023,2023,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,2954.2,3574.66,12564.97,USD,Processed
PAY-003142,2023-02-28,2023-02,Q1 2023,2023,Payroll,EMP-0223,Legal,Legal Counsel,Full-time,158225.21,13185.43,1239.69,3328.44,11096.68,USD,Processed
PAY-003143,2024-12-18,2024-12,Q4 2024,2024,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,917.12,1056.3,4463.12,USD,Processed
PAY-003144,2025-01-17,2025-01,Q1 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Contract,55227.65,4602.3,1025.54,1045.93,4581.91,USD,Processed
PAY-003145,2025-02-16,2025-02,Q1 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,1048.03,1298.93,4351.4,USD,Processed
PAY-003146,2025-03-18,2025-03,Q1 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,1003.42,1060.8,4544.92,USD,Processed
PAY-003147,2025-04-17,2025-04,Q2 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,573.87,1358.6,3817.57,USD,Processed
PAY-003148,2025-05-17,2025-05,Q2 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Part-time,55227.65,4602.3,76.88,1194.61,3484.57,USD,Processed
PAY-003149,2025-06-16,2025-06,Q2 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,815.71,1214.24,4203.77,USD,Processed
PAY-003150,2025-07-16,2025-07,Q3 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Contract,55227.65,4602.3,431.41,1119.86,3913.85,USD,Processed
PAY-003151,2025-08-15,2025-08,Q3 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,1001.33,1023.56,4580.07,USD,Processed
PAY-003152,2025-09-14,2025-09,Q3 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Part-time,55227.65,4602.3,717.41,1063.06,4256.65,USD,Processed
PAY-003153,2025-10-14,2025-10,Q4 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,627.3,1038.03,4191.57,USD,Processed
PAY-003154,2025-11-13,2025-11,Q4 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,135.02,1191.38,3545.94,USD,Processed
PAY-003155,2025-12-13,2025-12,Q4 2025,2025,Payroll,EMP-0224,Marketing,Content Specialist,Full-time,55227.65,4602.3,1103.04,1079.53,4625.81,USD,Processed
PAY-003156,2021-04-06,2021-04,Q2 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,383.81,3297.64,10054.96,USD,Processed
PAY-003157,2021-05-06,2021-05,Q2 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1484.45,3108.35,11344.89,USD,Processed
PAY-003158,2021-06-05,2021-06,Q2 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1209.02,3406.89,10770.92,USD,Pending
PAY-003159,2021-07-05,2021-07,Q3 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Contract,155625.52,12968.79,2103.46,3256.38,11815.87,USD,Processed
PAY-003160,2021-08-04,2021-08,Q3 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1750.2,3824.01,10894.98,USD,Processed
PAY-003161,2021-09-03,2021-09,Q3 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2.46,3126.11,9845.14,USD,Processed
PAY-003162,2021-10-03,2021-10,Q4 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,516.47,3261.58,10223.68,USD,Processed
PAY-003163,2021-11-02,2021-11,Q4 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1710.33,2969.35,11709.77,USD,Processed
PAY-003164,2021-12-02,2021-12,Q4 2021,2021,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2698.63,3429.31,12238.11,USD,Processed
PAY-003165,2022-01-01,2022-01,Q1 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1589.19,3639.86,10918.12,USD,Processed
PAY-003166,2022-01-31,2022-01,Q1 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1678.8,3130.05,11517.54,USD,Pending
PAY-003167,2022-03-02,2022-03,Q1 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,168.57,3196.26,9941.1,USD,Processed
PAY-003168,2022-04-01,2022-04,Q2 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,369.71,3573.9,9764.6,USD,Processed
PAY-003169,2022-05-01,2022-05,Q2 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,1022.46,3637.04,10354.21,USD,Processed
PAY-003170,2022-05-31,2022-05,Q2 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Contract,155625.52,12968.79,50.95,3177.92,9841.82,USD,Processed
PAY-003171,2022-06-30,2022-06,Q2 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,788.21,3403.76,10353.24,USD,Processed
PAY-003172,2022-07-30,2022-07,Q3 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2175.83,2989.44,12155.18,USD,Processed
PAY-003173,2022-08-29,2022-08,Q3 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,848.83,3078.53,10739.09,USD,Processed
PAY-003174,2022-09-28,2022-09,Q3 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2941.05,2943.92,12965.92,USD,Processed
PAY-003175,2022-10-28,2022-10,Q4 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2198.97,3159.8,12007.96,USD,Processed
PAY-003176,2022-11-27,2022-11,Q4 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,2609.69,3716.91,11861.57,USD,Processed
PAY-003177,2022-12-27,2022-12,Q4 2022,2022,Payroll,EMP-0225,Legal,Legal Counsel,Full-time,155625.52,12968.79,399.36,3406.53,9961.62,USD,Processed
PAY-003178,2024-03-09,2024-03,Q1 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Part-time,69976.01,5831.33,128.51,1590.32,4369.52,USD,Processed
PAY-003179,2024-04-08,2024-04,Q2 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Contract,69976.01,5831.33,883.86,1687.71,5027.48,USD,Processed
PAY-003180,2024-05-08,2024-05,Q2 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,1215.44,1628.37,5418.4,USD,Processed
PAY-003181,2024-06-07,2024-06,Q2 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,846.58,1570.87,5107.04,USD,Processed
PAY-003182,2024-07-07,2024-07,Q3 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,341.15,1550.95,4621.53,USD,Processed
PAY-003183,2024-08-06,2024-08,Q3 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,337.35,1648.48,4520.2,USD,Processed
PAY-003184,2024-09-05,2024-09,Q3 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,605.63,1473.26,4963.7,USD,Processed
PAY-003185,2024-10-05,2024-10,Q4 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,649.55,1462.21,5018.67,USD,Processed
PAY-003186,2024-11-04,2024-11,Q4 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,740.52,1335.89,5235.96,USD,Processed
PAY-003187,2024-12-04,2024-12,Q4 2024,2024,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,1176.87,1644.94,5363.26,USD,Processed
PAY-003188,2025-01-03,2025-01,Q1 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Part-time,69976.01,5831.33,1352.8,1355.28,5828.85,USD,Processed
PAY-003189,2025-02-02,2025-02,Q1 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,476.91,1457.81,4850.43,USD,Processed
PAY-003190,2025-03-04,2025-03,Q1 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,940.6,1452.04,5319.89,USD,Processed
PAY-003191,2025-04-03,2025-04,Q2 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Part-time,69976.01,5831.33,1149.9,1613.34,5367.89,USD,Processed
PAY-003192,2025-05-03,2025-05,Q2 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Contract,69976.01,5831.33,637.14,1504.25,4964.22,USD,Processed
PAY-003193,2025-06-02,2025-06,Q2 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,736.06,1506.17,5061.22,USD,Processed
PAY-003194,2025-07-02,2025-07,Q3 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,1063.12,1698.36,5196.09,USD,Pending
PAY-003195,2025-08-01,2025-08,Q3 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Full-time,69976.01,5831.33,318.01,1653.36,4495.98,USD,Processed
PAY-003196,2025-08-31,2025-08,Q3 2025,2025,Payroll,EMP-0226,Marketing,SEO Analyst,Contract,69976.01,5831.33,574.21,1291.86,5113.68,USD,Processed
PAY-003197,2020-05-17,2020-05,Q2 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Contract,93144.25,7762.02,437.66,1819.45,6380.23,USD,Processed
PAY-003198,2020-06-16,2020-06,Q2 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Full-time,93144.25,7762.02,1842.41,2158.99,7445.44,USD,Processed
PAY-003199,2020-07-16,2020-07,Q3 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Full-time,93144.25,7762.02,886.4,1940.12,6708.3,USD,Processed
PAY-003200,2020-08-15,2020-08,Q3 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Full-time,93144.25,7762.02,746.8,2025.31,6483.51,USD,Processed
PAY-003201,2020-09-14,2020-09,Q3 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Part-time,93144.25,7762.02,162.86,1750.15,6174.73,USD,Processed
PAY-003202,2020-10-14,2020-10,Q4 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Full-time,93144.25,7762.02,620.33,2017.74,6364.61,USD,Processed
PAY-003203,2020-11-13,2020-11,Q4 2020,2020,Payroll,EMP-0227,Operations,Project Manager,Full-time,93144.25,7762.02,66.63,1907.82,5920.83,USD,Processed
PAY-003204,2021-04-18,2021-04,Q2 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Contract,93776.64,7814.72,1404.29,2160.03,7058.98,USD,Processed
PAY-003205,2021-05-18,2021-05,Q2 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Contract,93776.64,7814.72,1355.39,2136.22,7033.89,USD,Processed
PAY-003206,2021-06-17,2021-06,Q2 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Full-time,93776.64,7814.72,1309.9,1887.36,7237.26,USD,Processed
PAY-003207,2021-07-17,2021-07,Q3 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Full-time,93776.64,7814.72,111.8,1781.63,6144.89,USD,Processed
PAY-003208,2021-08-16,2021-08,Q3 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Full-time,93776.64,7814.72,1288.46,2046.63,7056.55,USD,Processed
PAY-003209,2021-09-15,2021-09,Q3 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Full-time,93776.64,7814.72,1642.66,1871.28,7586.1,USD,Processed
PAY-003210,2021-10-15,2021-10,Q4 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Contract,93776.64,7814.72,564.7,1949.67,6429.75,USD,Processed
PAY-003211,2021-11-14,2021-11,Q4 2021,2021,Payroll,EMP-0228,Support,Customer Success Mgr,Contract,93776.64,7814.72,717.98,2124.18,6408.52,USD,Processed
