budget_id,period,quarter,year,department,category,budget_amount,actual_amount,variance,variance_pct,status,approved_by,notes
BVA-001082,2021-05,Q2 2021,2021,Legal,COGS,290661.06,258333.25,-32327.81,-11.12,Under Budget,MGR-11,COGS — Legal — May 2021
BVA-001083,2021-05,Q2 2021,2021,Legal,Sales & Mkt,55503.17,65092.56,9589.39,17.28,Over Budget,MGR-12,Sales & Mkt — Legal — May 2021
BVA-001084,2021-05,Q2 2021,2021,Legal,R&D,77330.18,68120.13,-9210.05,-11.91,Under Budget,MGR-10,R&D — Legal — May 2021
BVA-001085,2021-05,Q2 2021,2021,Legal,G&A,84303.03,94655.24,10352.21,12.28,Over Budget,MGR-15,G&A — Legal — May 2021
BVA-001086,2021-05,Q2 2021,2021,Legal,Payroll,436264.93,412906.8,-23358.13,-5.35,Under Budget,MGR-08,Payroll — Legal — May 2021
BVA-001087,2021-05,Q2 2021,2021,Legal,CapEx,543552.0,553338.46,9786.46,1.8,Over Budget,MGR-07,CapEx — Legal — May 2021
BVA-001088,2021-05,Q2 2021,2021,Legal,Tax,180660.94,202123.97,21463.03,11.88,Over Budget,MGR-14,Tax — Legal — May 2021
BVA-001089,2021-06,Q2 2021,2021,Sales,Revenue,309271.31,269768.02,-39503.29,-12.77,Under Budget,MGR-11,Revenue — Sales — Jun 2021
BVA-001090,2021-06,Q2 2021,2021,Sales,COGS,193696.24,181785.04,-11911.2,-6.15,Under Budget,MGR-02,COGS — Sales — Jun 2021
BVA-001091,2021-06,Q2 2021,2021,Sales,Sales & Mkt,445133.67,394901.04,-50232.63,-11.28,Under Budget,MGR-13,Sales & Mkt — Sales — Jun 2021
BVA-001092,2021-06,Q2 2021,2021,Sales,R&D,162435.44,167629.83,5194.39,3.2,Over Budget,MGR-07,R&D — Sales — Jun 2021
BVA-001093,2021-06,Q2 2021,2021,Sales,G&A,565456.89,545476.88,-19980.01,-3.53,Under Budget,MGR-14,G&A — Sales — Jun 2021
BVA-001094,2021-06,Q2 2021,2021,Sales,Payroll,415081.65,474544.37,59462.72,14.33,Over Budget,MGR-14,Payroll — Sales — Jun 2021
BVA-001095,2021-06,Q2 2021,2021,Sales,CapEx,160539.14,173387.96,12848.82,8.0,Over Budget,MGR-15,CapEx — Sales — Jun 2021
BVA-001096,2021-06,Q2 2021,2021,Sales,Tax,127143.3,99081.31,-28061.99,-22.07,Under Budget,MGR-04,Tax — Sales — Jun 2021
BVA-001097,2021-06,Q2 2021,2021,Engineering,Revenue,53885.32,67737.18,13851.86,25.71,Over Budget,MGR-01,Revenue — Engineering — Jun 2021
BVA-001098,2021-06,Q2 2021,2021,Engineering,COGS,92136.24,82359.57,-9776.67,-10.61,Under Budget,MGR-11,COGS — Engineering — Jun 2021
BVA-001099,2021-06,Q2 2021,2021,Engineering,Sales & Mkt,391330.01,340139.32,-51190.69,-13.08,Under Budget,MGR-13,Sales & Mkt — Engineering — Jun 2021
BVA-001100,2021-06,Q2 2021,2021,Engineering,R&D,416284.26,370580.96,-45703.3,-10.98,Under Budget,MGR-08,R&D — Engineering — Jun 2021
BVA-001101,2021-06,Q2 2021,2021,Engineering,G&A,292670.55,233423.59,-59246.96,-20.24,Under Budget,MGR-09,G&A — Engineering — Jun 2021
BVA-001102,2021-06,Q2 2021,2021,Engineering,Payroll,599731.42,740443.53,140712.11,23.46,Over Budget,MGR-09,Payroll — Engineering — Jun 2021
BVA-001103,2021-06,Q2 2021,2021,Engineering,CapEx,546609.65,384182.42,-162427.23,-29.72,Under Budget,MGR-02,CapEx — Engineering — Jun 2021
BVA-001104,2021-06,Q2 2021,2021,Engineering,Tax,261737.65,303888.58,42150.93,16.1,Over Budget,MGR-10,Tax — Engineering — Jun 2021
BVA-001105,2021-06,Q2 2021,2021,Marketing,Revenue,383451.21,423353.63,39902.42,10.41,Over Budget,MGR-08,Revenue — Marketing — Jun 2021
BVA-001106,2021-06,Q2 2021,2021,Marketing,COGS,439954.89,433780.43,-6174.46,-1.4,Under Budget,MGR-14,COGS — Marketing — Jun 2021
BVA-001107,2021-06,Q2 2021,2021,Marketing,Sales & Mkt,211148.42,270286.69,59138.27,28.01,Over Budget,MGR-13,Sales & Mkt — Marketing — Jun 2021
BVA-001108,2021-06,Q2 2021,2021,Marketing,R&D,554405.72,475908.54,-78497.18,-14.16,Under Budget,MGR-10,R&D — Marketing — Jun 2021
BVA-001109,2021-06,Q2 2021,2021,Marketing,G&A,224610.09,261258.33,36648.24,16.32,Over Budget,MGR-10,G&A — Marketing — Jun 2021
BVA-001110,2021-06,Q2 2021,2021,Marketing,Payroll,550042.58,523730.56,-26312.02,-4.78,Under Budget,MGR-15,Payroll — Marketing — Jun 2021
BVA-001111,2021-06,Q2 2021,2021,Marketing,CapEx,173205.07,156844.66,-16360.41,-9.45,Under Budget,MGR-02,CapEx — Marketing — Jun 2021
BVA-001112,2021-06,Q2 2021,2021,Marketing,Tax,94954.86,113023.88,18069.02,19.03,Over Budget,MGR-12,Tax — Marketing — Jun 2021
BVA-001113,2021-06,Q2 2021,2021,Finance,Revenue,386261.11,363137.88,-23123.23,-5.99,Under Budget,MGR-04,Revenue — Finance — Jun 2021
BVA-001114,2021-06,Q2 2021,2021,Finance,COGS,77299.79,75686.93,-1612.86,-2.09,Under Budget,MGR-03,COGS — Finance — Jun 2021
BVA-001115,2021-06,Q2 2021,2021,Finance,Sales & Mkt,251376.18,297872.07,46495.89,18.5,Over Budget,MGR-15,Sales & Mkt — Finance — Jun 2021
BVA-001116,2021-06,Q2 2021,2021,Finance,R&D,28471.27,23398.7,-5072.57,-17.82,Under Budget,MGR-14,R&D — Finance — Jun 2021
BVA-001117,2021-06,Q2 2021,2021,Finance,G&A,516314.57,572742.59,56428.02,10.93,Over Budget,MGR-14,G&A — Finance — Jun 2021
BVA-001118,2021-06,Q2 2021,2021,Finance,Payroll,559405.05,586868.92,27463.87,4.91,Over Budget,MGR-15,Payroll — Finance — Jun 2021
BVA-001119,2021-06,Q2 2021,2021,Finance,CapEx,135901.28,157024.77,21123.49,15.54,Over Budget,MGR-12,CapEx — Finance — Jun 2021
BVA-001120,2021-06,Q2 2021,2021,Finance,Tax,253988.49,249018.79,-4969.7,-1.96,Under Budget,MGR-01,Tax — Finance — Jun 2021
BVA-001121,2021-06,Q2 2021,2021,Operations,Revenue,505794.81,448618.93,-57175.88,-11.3,Under Budget,MGR-15,Revenue — Operations — Jun 2021
BVA-001122,2021-06,Q2 2021,2021,Operations,COGS,393991.66,339655.23,-54336.43,-13.79,Under Budget,MGR-10,COGS — Operations — Jun 2021
BVA-001123,2021-06,Q2 2021,2021,Operations,Sales & Mkt,64594.23,54815.96,-9778.27,-15.14,Under Budget,MGR-04,Sales & Mkt — Operations — Jun 2021
BVA-001124,2021-06,Q2 2021,2021,Operations,R&D,30064.25,31108.62,1044.37,3.47,Over Budget,MGR-13,R&D — Operations — Jun 2021
BVA-001125,2021-06,Q2 2021,2021,Operations,G&A,515334.07,662650.64,147316.57,28.59,Over Budget,MGR-08,G&A — Operations — Jun 2021
BVA-001126,2021-06,Q2 2021,2021,Operations,Payroll,439042.59,565022.29,125979.7,28.69,Over Budget,MGR-12,Payroll — Operations — Jun 2021
BVA-001127,2021-06,Q2 2021,2021,Operations,CapEx,228491.82,206492.68,-21999.14,-9.63,Under Budget,MGR-06,CapEx — Operations — Jun 2021
BVA-001128,2021-06,Q2 2021,2021,Operations,Tax,262142.1,311628.86,49486.76,18.88,Over Budget,MGR-10,Tax — Operations — Jun 2021
BVA-001129,2021-06,Q2 2021,2021,HR,Revenue,331092.0,379547.8,48455.8,14.64,Over Budget,MGR-09,Revenue — HR — Jun 2021
BVA-001130,2021-06,Q2 2021,2021,HR,COGS,88028.77,98827.43,10798.66,12.27,Over Budget,MGR-09,COGS — HR — Jun 2021
BVA-001131,2021-06,Q2 2021,2021,HR,Sales & Mkt,272363.56,306338.49,33974.93,12.47,Over Budget,MGR-14,Sales & Mkt — HR — Jun 2021
BVA-001132,2021-06,Q2 2021,2021,HR,R&D,270442.4,201091.79,-69350.61,-25.64,Under Budget,MGR-06,R&D — HR — Jun 2021
BVA-001133,2021-06,Q2 2021,2021,HR,G&A,329453.25,424956.51,95503.26,28.99,Over Budget,MGR-06,G&A — HR — Jun 2021
BVA-001134,2021-06,Q2 2021,2021,HR,Payroll,573417.24,448061.62,-125355.62,-21.86,Under Budget,MGR-07,Payroll — HR — Jun 2021
BVA-001135,2021-06,Q2 2021,2021,HR,CapEx,444584.57,587640.94,143056.37,32.18,Over Budget,MGR-09,CapEx — HR — Jun 2021
BVA-001136,2021-06,Q2 2021,2021,HR,Tax,491731.77,438180.09,-53551.68,-10.89,Under Budget,MGR-10,Tax — HR — Jun 2021
BVA-001137,2021-06,Q2 2021,2021,Support,Revenue,111096.16,146526.34,35430.18,31.89,Over Budget,MGR-09,Revenue — Support — Jun 2021
BVA-001138,2021-06,Q2 2021,2021,Support,COGS,489402.84,584605.36,95202.52,19.45,Over Budget,MGR-02,COGS — Support — Jun 2021
BVA-001139,2021-06,Q2 2021,2021,Support,Sales & Mkt,225410.45,295937.19,70526.74,31.29,Over Budget,MGR-13,Sales & Mkt — Support — Jun 2021
BVA-001140,2021-06,Q2 2021,2021,Support,R&D,251683.6,283716.8,32033.2,12.73,Over Budget,MGR-02,R&D — Support — Jun 2021
BVA-001141,2021-06,Q2 2021,2021,Support,G&A,449025.52,569663.11,120637.59,26.87,Over Budget,MGR-10,G&A — Support — Jun 2021
BVA-001142,2021-06,Q2 2021,2021,Support,Payroll,359171.21,293212.43,-65958.78,-18.36,Under Budget,MGR-15,Payroll — Support — Jun 2021
BVA-001143,2021-06,Q2 2021,2021,Support,CapEx,556629.22,732236.8,175607.58,31.55,Over Budget,MGR-01,CapEx — Support — Jun 2021
BVA-001144,2021-06,Q2 2021,2021,Support,Tax,133149.51,130076.29,-3073.22,-2.31,Under Budget,MGR-15,Tax — Support — Jun 2021
BVA-001145,2021-06,Q2 2021,2021,Legal,Revenue,235536.3,199344.7,-36191.6,-15.37,Under Budget,MGR-06,Revenue — Legal — Jun 2021
BVA-001146,2021-06,Q2 2021,2021,Legal,COGS,282149.24,252703.63,-29445.61,-10.44,Under Budget,MGR-13,COGS — Legal — Jun 2021
BVA-001147,2021-06,Q2 2021,2021,Legal,Sales & Mkt,150196.65,136128.61,-14068.04,-9.37,Under Budget,MGR-15,Sales & Mkt — Legal — Jun 2021
BVA-001148,2021-06,Q2 2021,2021,Legal,R&D,451775.83,547748.96,95973.13,21.24,Over Budget,MGR-02,R&D — Legal — Jun 2021
BVA-001149,2021-06,Q2 2021,2021,Legal,G&A,140431.86,157227.09,16795.23,11.96,Over Budget,MGR-10,G&A — Legal — Jun 2021
BVA-001150,2021-06,Q2 2021,2021,Legal,Payroll,510295.38,557756.0,47460.62,9.3,Over Budget,MGR-12,Payroll — Legal — Jun 2021
BVA-001151,2021-06,Q2 2021,2021,Legal,CapEx,518731.64,433133.12,-85598.52,-16.5,Under Budget,MGR-12,CapEx — Legal — Jun 2021
BVA-001152,2021-06,Q2 2021,2021,Legal,Tax,314967.72,401545.68,86577.96,27.49,Over Budget,MGR-15,Tax — Legal — Jun 2021
BVA-001153,2021-07,Q3 2021,2021,Sales,Revenue,349776.76,277521.93,-72254.83,-20.66,Under Budget,MGR-03,Revenue — Sales — Jul 2021
BVA-001154,2021-07,Q3 2021,2021,Sales,COGS,587270.03,584853.7,-2416.33,-0.41,Under Budget,MGR-13,COGS — Sales — Jul 2021
BVA-001155,2021-07,Q3 2021,2021,Sales,Sales & Mkt,486981.52,348865.75,-138115.77,-28.36,Under Budget,MGR-09,Sales & Mkt — Sales — Jul 2021
BVA-001156,2021-07,Q3 2021,2021,Sales,R&D,456776.33,346262.77,-110513.56,-24.19,Under Budget,MGR-09,R&D — Sales — Jul 2021
BVA-001157,2021-07,Q3 2021,2021,Sales,G&A,246564.5,330528.74,83964.24,34.05,Over Budget,MGR-02,G&A — Sales — Jul 2021
BVA-001158,2021-07,Q3 2021,2021,Sales,Payroll,93401.36,122181.09,28779.73,30.81,Over Budget,MGR-14,Payroll — Sales — Jul 2021
BVA-001159,2021-07,Q3 2021,2021,Sales,CapEx,513990.42,619736.09,105745.67,20.57,Over Budget,MGR-15,CapEx — Sales — Jul 2021
BVA-001160,2021-07,Q3 2021,2021,Sales,Tax,195844.04,245648.34,49804.3,25.43,Over Budget,MGR-09,Tax — Sales — Jul 2021
BVA-001161,2021-07,Q3 2021,2021,Engineering,Revenue,358155.28,423818.86,65663.58,18.33,Over Budget,MGR-02,Revenue — Engineering — Jul 2021
BVA-001162,2021-07,Q3 2021,2021,Engineering,COGS,399311.26,317826.49,-81484.77,-20.41,Under Budget,MGR-12,COGS — Engineering — Jul 2021
BVA-001163,2021-07,Q3 2021,2021,Engineering,Sales & Mkt,277276.09,280874.79,3598.7,1.3,Over Budget,MGR-13,Sales & Mkt — Engineering — Jul 2021
BVA-001164,2021-07,Q3 2021,2021,Engineering,R&D,293247.54,222669.36,-70578.18,-24.07,Under Budget,MGR-04,R&D — Engineering — Jul 2021
BVA-001165,2021-07,Q3 2021,2021,Engineering,G&A,256279.72,298090.79,41811.07,16.31,Over Budget,MGR-14,G&A — Engineering — Jul 2021
BVA-001166,2021-07,Q3 2021,2021,Engineering,Payroll,579159.09,755823.35,176664.26,30.5,Over Budget,MGR-10,Payroll — Engineering — Jul 2021
BVA-001167,2021-07,Q3 2021,2021,Engineering,CapEx,153335.85,169928.69,16592.84,10.82,Over Budget,MGR-07,CapEx — Engineering — Jul 2021
BVA-001168,2021-07,Q3 2021,2021,Engineering,Tax,509664.65,390532.9,-119131.75,-23.37,Under Budget,MGR-05,Tax — Engineering — Jul 2021
BVA-001169,2021-07,Q3 2021,2021,Marketing,Revenue,222851.28,300023.24,77171.96,34.63,Over Budget,MGR-06,Revenue — Marketing — Jul 2021
BVA-001170,2021-07,Q3 2021,2021,Marketing,COGS,196337.2,259677.53,63340.33,32.26,Over Budget,MGR-12,COGS — Marketing — Jul 2021
BVA-001171,2021-07,Q3 2021,2021,Marketing,Sales & Mkt,521181.23,372634.24,-148546.99,-28.5,Under Budget,MGR-11,Sales & Mkt — Marketing — Jul 2021
BVA-001172,2021-07,Q3 2021,2021,Marketing,R&D,173623.48,199105.71,25482.23,14.68,Over Budget,MGR-13,R&D — Marketing — Jul 2021
BVA-001173,2021-07,Q3 2021,2021,Marketing,G&A,245676.79,315716.28,70039.49,28.51,Over Budget,MGR-05,G&A — Marketing — Jul 2021
BVA-001174,2021-07,Q3 2021,2021,Marketing,Payroll,204878.6,263088.77,58210.17,28.41,Over Budget,MGR-07,Payroll — Marketing — Jul 2021
BVA-001175,2021-07,Q3 2021,2021,Marketing,CapEx,371790.06,296273.57,-75516.49,-20.31,Under Budget,MGR-08,CapEx — Marketing — Jul 2021
BVA-001176,2021-07,Q3 2021,2021,Marketing,Tax,372034.97,380628.01,8593.04,2.31,Over Budget,MGR-03,Tax — Marketing — Jul 2021
BVA-001177,2021-07,Q3 2021,2021,Finance,Revenue,521644.6,549510.04,27865.44,5.34,Over Budget,MGR-14,Revenue — Finance — Jul 2021
BVA-001178,2021-07,Q3 2021,2021,Finance,COGS,149238.76,112479.4,-36759.36,-24.63,Under Budget,MGR-08,COGS — Finance — Jul 2021
BVA-001179,2021-07,Q3 2021,2021,Finance,Sales & Mkt,104406.34,114616.86,10210.52,9.78,Over Budget,MGR-11,Sales & Mkt — Finance — Jul 2021
BVA-001180,2021-07,Q3 2021,2021,Finance,R&D,344326.44,445962.48,101636.04,29.52,Over Budget,MGR-10,R&D — Finance — Jul 2021
BVA-001181,2021-07,Q3 2021,2021,Finance,G&A,506562.83,644789.33,138226.5,27.29,Over Budget,MGR-11,G&A — Finance — Jul 2021
BVA-001182,2021-07,Q3 2021,2021,Finance,Payroll,275995.88,307099.86,31103.98,11.27,Over Budget,MGR-08,Payroll — Finance — Jul 2021
BVA-001183,2021-07,Q3 2021,2021,Finance,CapEx,343323.66,399587.53,56263.87,16.39,Over Budget,MGR-12,CapEx — Finance — Jul 2021
BVA-001184,2021-07,Q3 2021,2021,Finance,Tax,189532.64,187414.82,-2117.82,-1.12,Under Budget,MGR-07,Tax — Finance — Jul 2021
BVA-001185,2021-07,Q3 2021,2021,Operations,Revenue,511477.25,522397.7,10920.45,2.14,Over Budget,MGR-10,Revenue — Operations — Jul 2021
BVA-001186,2021-07,Q3 2021,2021,Operations,COGS,465011.04,444770.19,-20240.85,-4.35,Under Budget,MGR-15,COGS — Operations — Jul 2021
BVA-001187,2021-07,Q3 2021,2021,Operations,Sales & Mkt,324017.81,426281.19,102263.38,31.56,Over Budget,MGR-03,Sales & Mkt — Operations — Jul 2021
BVA-001188,2021-07,Q3 2021,2021,Operations,R&D,167123.3,178903.34,11780.04,7.05,Over Budget,MGR-09,R&D — Operations — Jul 2021
BVA-001189,2021-07,Q3 2021,2021,Operations,G&A,566710.93,607445.72,40734.79,7.19,Over Budget,MGR-11,G&A — Operations — Jul 2021
BVA-001190,2021-07,Q3 2021,2021,Operations,Payroll,109561.87,101202.17,-8359.7,-7.63,Under Budget,MGR-15,Payroll — Operations — Jul 2021
BVA-001191,2021-07,Q3 2021,2021,Operations,CapEx,152898.67,132558.31,-20340.36,-13.3,Under Budget,MGR-15,CapEx — Operations — Jul 2021
BVA-001192,2021-07,Q3 2021,2021,Operations,Tax,164586.82,215208.17,50621.35,30.76,Over Budget,MGR-14,Tax — Operations — Jul 2021
BVA-001193,2021-07,Q3 2021,2021,HR,Revenue,146523.25,149372.96,2849.71,1.94,Over Budget,MGR-13,Revenue — HR — Jul 2021
BVA-001194,2021-07,Q3 2021,2021,HR,COGS,491901.69,509487.56,17585.87,3.58,Over Budget,MGR-02,COGS — HR — Jul 2021
BVA-001195,2021-07,Q3 2021,2021,HR,Sales & Mkt,260459.66,258142.96,-2316.7,-0.89,Under Budget,MGR-11,Sales & Mkt — HR — Jul 2021
BVA-001196,2021-07,Q3 2021,2021,HR,R&D,534370.53,525517.17,-8853.36,-1.66,Under Budget,MGR-05,R&D — HR — Jul 2021
BVA-001197,2021-07,Q3 2021,2021,HR,G&A,263666.4,316716.04,53049.64,20.12,Over Budget,MGR-02,G&A — HR — Jul 2021
BVA-001198,2021-07,Q3 2021,2021,HR,Payroll,142120.83,151392.54,9271.71,6.52,Over Budget,MGR-14,Payroll — HR — Jul 2021
BVA-001199,2021-07,Q3 2021,2021,HR,CapEx,571220.35,562765.0,-8455.35,-1.48,Under Budget,MGR-13,CapEx — HR — Jul 2021
BVA-001200,2021-07,Q3 2021,2021,HR,Tax,492451.12,455986.34,-36464.78,-7.4,Under Budget,MGR-05,Tax — HR — Jul 2021
BVA-001201,2021-07,Q3 2021,2021,Support,Revenue,148366.78,170712.13,22345.35,15.06,Over Budget,MGR-09,Revenue — Support — Jul 2021
BVA-001202,2021-07,Q3 2021,2021,Support,COGS,119262.72,102081.6,-17181.12,-14.41,Under Budget,MGR-03,COGS — Support — Jul 2021
BVA-001203,2021-07,Q3 2021,2021,Support,Sales & Mkt,190303.09,224157.95,33854.86,17.79,Over Budget,MGR-04,Sales & Mkt — Support — Jul 2021
BVA-001204,2021-07,Q3 2021,2021,Support,R&D,181468.39,214219.13,32750.74,18.05,Over Budget,MGR-03,R&D — Support — Jul 2021
BVA-001205,2021-07,Q3 2021,2021,Support,G&A,414676.7,376980.57,-37696.13,-9.09,Under Budget,MGR-08,G&A — Support — Jul 2021
BVA-001206,2021-07,Q3 2021,2021,Support,Payroll,597217.29,591809.46,-5407.83,-0.91,Under Budget,MGR-14,Payroll — Support — Jul 2021
BVA-001207,2021-07,Q3 2021,2021,Support,CapEx,135558.54,144845.29,9286.75,6.85,Over Budget,MGR-12,CapEx — Support — Jul 2021
BVA-001208,2021-07,Q3 2021,2021,Support,Tax,500640.49,472841.77,-27798.72,-5.55,Under Budget,MGR-15,Tax — Support — Jul 2021
BVA-001209,2021-07,Q3 2021,2021,Legal,Revenue,412350.92,457785.83,45434.91,11.02,Over Budget,MGR-02,Revenue — Legal — Jul 2021
BVA-001210,2021-07,Q3 2021,2021,Legal,COGS,281260.85,344973.68,63712.83,22.65,Over Budget,MGR-10,COGS — Legal — Jul 2021
BVA-001211,2021-07,Q3 2021,2021,Legal,Sales & Mkt,336182.72,342686.1,6503.38,1.93,Over Budget,MGR-07,Sales & Mkt — Legal — Jul 2021
BVA-001212,2021-07,Q3 2021,2021,Legal,R&D,497121.91,422435.08,-74686.83,-15.02,Under Budget,MGR-11,R&D — Legal — Jul 2021
BVA-001213,2021-07,Q3 2021,2021,Legal,G&A,260995.16,332705.36,71710.2,27.48,Over Budget,MGR-14,G&A — Legal — Jul 2021
BVA-001214,2021-07,Q3 2021,2021,Legal,Payroll,20368.06,19786.16,-581.9,-2.86,Under Budget,MGR-14,Payroll — Legal — Jul 2021
BVA-001215,2021-07,Q3 2021,2021,Legal,CapEx,416366.76,336206.09,-80160.67,-19.25,Under Budget,MGR-09,CapEx — Legal — Jul 2021
BVA-001216,2021-07,Q3 2021,2021,Legal,Tax,250822.13,180803.69,-70018.44,-27.92,Under Budget,MGR-11,Tax — Legal — Jul 2021
BVA-001217,2021-08,Q3 2021,2021,Sales,Revenue,318292.13,422339.89,104047.76,32.69,Over Budget,MGR-01,Revenue — Sales — Aug 2021
BVA-001218,2021-08,Q3 2021,2021,Sales,COGS,553589.78,543496.18,-10093.6,-1.82,Under Budget,MGR-06,COGS — Sales — Aug 2021
BVA-001219,2021-08,Q3 2021,2021,Sales,Sales & Mkt,21990.23,16560.19,-5430.04,-24.69,Under Budget,MGR-07,Sales & Mkt — Sales — Aug 2021
BVA-001220,2021-08,Q3 2021,2021,Sales,R&D,379364.15,389426.31,10062.16,2.65,Over Budget,MGR-07,R&D — Sales — Aug 2021
BVA-001221,2021-08,Q3 2021,2021,Sales,G&A,49759.1,65409.11,15650.01,31.45,Over Budget,MGR-04,G&A — Sales — Aug 2021
BVA-001222,2021-08,Q3 2021,2021,Sales,Payroll,523018.84,430486.07,-92532.77,-17.69,Under Budget,MGR-04,Payroll — Sales — Aug 2021
BVA-001223,2021-08,Q3 2021,2021,Sales,CapEx,106633.65,133776.46,27142.81,25.45,Over Budget,MGR-05,CapEx — Sales — Aug 2021
BVA-001224,2021-08,Q3 2021,2021,Sales,Tax,597170.96,462361.88,-134809.08,-22.57,Under Budget,MGR-07,Tax — Sales — Aug 2021
BVA-001225,2021-08,Q3 2021,2021,Engineering,Revenue,58611.45,44927.77,-13683.68,-23.35,Under Budget,MGR-02,Revenue — Engineering — Aug 2021
BVA-001226,2021-08,Q3 2021,2021,Engineering,COGS,342833.41,377438.46,34605.05,10.09,Over Budget,MGR-14,COGS — Engineering — Aug 2021
BVA-001227,2021-08,Q3 2021,2021,Engineering,Sales & Mkt,490928.99,544399.73,53470.74,10.89,Over Budget,MGR-15,Sales & Mkt — Engineering — Aug 2021
BVA-001228,2021-08,Q3 2021,2021,Engineering,R&D,45015.88,53476.83,8460.95,18.8,Over Budget,MGR-08,R&D — Engineering — Aug 2021
BVA-001229,2021-08,Q3 2021,2021,Engineering,G&A,62919.41,52409.15,-10510.26,-16.7,Under Budget,MGR-09,G&A — Engineering — Aug 2021
BVA-001230,2021-08,Q3 2021,2021,Engineering,Payroll,599983.68,772732.89,172749.21,28.79,Over Budget,MGR-01,Payroll — Engineering — Aug 2021
BVA-001231,2021-08,Q3 2021,2021,Engineering,CapEx,388197.18,298271.4,-89925.78,-23.16,Under Budget,MGR-11,CapEx — Engineering — Aug 2021
BVA-001232,2021-08,Q3 2021,2021,Engineering,Tax,568098.45,673301.96,105203.51,18.52,Over Budget,MGR-05,Tax — Engineering — Aug 2021
BVA-001233,2021-08,Q3 2021,2021,Marketing,Revenue,553771.69,682501.24,128729.55,23.25,Over Budget,MGR-15,Revenue — Marketing — Aug 2021
BVA-001234,2021-08,Q3 2021,2021,Marketing,COGS,216010.66,151475.1,-64535.56,-29.88,Under Budget,MGR-11,COGS — Marketing — Aug 2021
BVA-001235,2021-08,Q3 2021,2021,Marketing,Sales & Mkt,411300.35,515433.71,104133.36,25.32,Over Budget,MGR-11,Sales & Mkt — Marketing — Aug 2021
BVA-001236,2021-08,Q3 2021,2021,Marketing,R&D,85806.69,95984.18,10177.49,11.86,Over Budget,MGR-06,R&D — Marketing — Aug 2021
BVA-001237,2021-08,Q3 2021,2021,Marketing,G&A,91122.72,99308.44,8185.72,8.98,Over Budget,MGR-10,G&A — Marketing — Aug 2021
BVA-001238,2021-08,Q3 2021,2021,Marketing,Payroll,100744.04,72059.23,-28684.81,-28.47,Under Budget,MGR-14,Payroll — Marketing — Aug 2021
BVA-001239,2021-08,Q3 2021,2021,Marketing,CapEx,439215.57,500559.46,61343.89,13.97,Over Budget,MGR-08,CapEx — Marketing — Aug 2021
BVA-001240,2021-08,Q3 2021,2021,Marketing,Tax,510456.16,372903.13,-137553.03,-26.95,Under Budget,MGR-03,Tax — Marketing — Aug 2021
BVA-001241,2021-08,Q3 2021,2021,Finance,Revenue,486226.81,418600.34,-67626.47,-13.91,Under Budget,MGR-13,Revenue — Finance — Aug 2021
BVA-001242,2021-08,Q3 2021,2021,Finance,COGS,231524.45,206780.89,-24743.56,-10.69,Under Budget,MGR-05,COGS — Finance — Aug 2021
BVA-001243,2021-08,Q3 2021,2021,Finance,Sales & Mkt,68837.34,52934.05,-15903.29,-23.1,Under Budget,MGR-07,Sales & Mkt — Finance — Aug 2021
BVA-001244,2021-08,Q3 2021,2021,Finance,R&D,253048.56,255044.46,1995.9,0.79,Over Budget,MGR-01,R&D — Finance — Aug 2021
BVA-001245,2021-08,Q3 2021,2021,Finance,G&A,422996.09,465412.23,42416.14,10.03,Over Budget,MGR-12,G&A — Finance — Aug 2021
BVA-001246,2021-08,Q3 2021,2021,Finance,Payroll,544248.54,574553.07,30304.53,5.57,Over Budget,MGR-01,Payroll — Finance — Aug 2021
BVA-001247,2021-08,Q3 2021,2021,Finance,CapEx,370112.21,331786.15,-38326.06,-10.36,Under Budget,MGR-03,CapEx — Finance — Aug 2021
BVA-001248,2021-08,Q3 2021,2021,Finance,Tax,108455.46,115818.99,7363.53,6.79,Over Budget,MGR-15,Tax — Finance — Aug 2021
BVA-001249,2021-08,Q3 2021,2021,Operations,Revenue,457114.31,408675.67,-48438.64,-10.6,Under Budget,MGR-06,Revenue — Operations — Aug 2021
BVA-001250,2021-08,Q3 2021,2021,Operations,COGS,188565.48,152623.77,-35941.71,-19.06,Under Budget,MGR-10,COGS — Operations — Aug 2021
BVA-001251,2021-08,Q3 2021,2021,Operations,Sales & Mkt,575439.28,772936.79,197497.51,34.32,Over Budget,MGR-07,Sales & Mkt — Operations — Aug 2021
BVA-001252,2021-08,Q3 2021,2021,Operations,R&D,485409.86,500295.46,14885.6,3.07,Over Budget,MGR-05,R&D — Operations — Aug 2021
BVA-001253,2021-08,Q3 2021,2021,Operations,G&A,394230.81,476596.17,82365.36,20.89,Over Budget,MGR-04,G&A — Operations — Aug 2021
BVA-001254,2021-08,Q3 2021,2021,Operations,Payroll,318842.78,411595.46,92752.68,29.09,Over Budget,MGR-05,Payroll — Operations — Aug 2021
BVA-001255,2021-08,Q3 2021,2021,Operations,CapEx,55652.73,65659.71,10006.98,17.98,Over Budget,MGR-07,CapEx — Operations — Aug 2021
BVA-001256,2021-08,Q3 2021,2021,Operations,Tax,109050.76,139888.9,30838.14,28.28,Over Budget,MGR-01,Tax — Operations — Aug 2021
BVA-001257,2021-08,Q3 2021,2021,HR,Revenue,87504.43,99345.75,11841.32,13.53,Over Budget,MGR-01,Revenue — HR — Aug 2021
